timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2023-12-20T08:32:20,AMAZON_BOOKS_60CORE_KG_GCMC_DEFAULT_PARAM_1702975516,90388721-6c76-4b84-af2c-24f19ab4d041,82014.43476700783,0.03589920476036536,4.377181268437715e-07,0.1417,0.0,1.050344467163086,0.09242408825876197,0.0008982581092604539,0.012017550344846233,0.10533989671286866,Italy,ITA,apulia,,,macOS-13.6.2-arm64-arm-64bit,3.11.4,2.3.1,12,Apple M2 Max,1,Apple M2 Max,16.9225,40.7957,64.0,process,N,1.0
