n_users,n_items,n_inter,sparsity,kg_entities,kg_relations,kg_triples,kg_items,cpu_cores,ram_size,is_gpu,model_name,model_type,real_value,predicted_value,abs_error,percentage_error,class
19841.0,33653.0,440620.0,0.9993401019218888,42031.0,5.0,38491.0,816701.0,4.0,27.40580368041992,1.0,4.0,0.0,0.0117515956530632,0.0097524559272205,0.0019991397258426,17.01164492773851,0
19841.0,42457.0,900212.0,0.9989313587429705,50665.0,5.0,46827.0,816701.0,4.0,27.40580368041992,1.0,0.0,0.0,0.0216764692531886,0.0118241679807004,0.0098523012724881,45.451596186675616,1
19841.0,33653.0,440620.0,0.9993401019218888,42031.0,5.0,38491.0,816701.0,4.0,27.40580368041992,1.0,6.0,0.0,0.0038218063227739,0.0083112052104339,0.00448939888766,117.46798525367427,0
19841.0,24878.0,218457.0,0.9995574249320202,32907.0,5.0,29822.0,816701.0,4.0,27.40580368041992,1.0,0.0,0.0,0.0037236591835032,0.0058183523931709,0.0020946932096677,56.25362328936598,0
6040.0,3706.0,1000209.0,0.9553163743776872,79347.0,49.0,385923.0,3655.0,4.0,27.40581512451172,1.0,5.0,0.0,0.0073960062726063,0.0019990334730928,0.0053969727995134,72.97144702950025,0
23679.0,4414.0,1048575.0,0.9899676237184808,0.0,0.0,0.0,0.0,4.0,27.40581512451172,1.0,4.0,0.0,0.0064116293833459,0.0049681176705687,0.0014435117127771,22.51396059364679,0
6040.0,3706.0,1000209.0,0.9553163743776872,79347.0,49.0,385923.0,3655.0,4.0,27.40581512451172,1.0,14.0,0.0,0.0056326506480432,0.0072040417282836,0.0015713910802404,27.89789707242581,0
22155.0,54458.0,1465871.0,0.9987850390735068,26315.0,16.0,96476.0,11446.0,4.0,27.40581512451172,1.0,0.0,0.0,0.0058929369021405,0.0078342736663069,0.0019413367641664,32.94345071743974,0
19841.0,33653.0,440620.0,0.9993401019218888,42031.0,5.0,38491.0,816701.0,4.0,27.40580368041992,1.0,1.0,1.0,0.0049779607209721,0.0131837031768718,0.0082057424558997,164.84144644470692,0
19841.0,24878.0,218457.0,0.9995574249320202,32907.0,5.0,29822.0,816701.0,4.0,27.40580368041992,1.0,3.0,0.0,0.039491628418431,0.0051688344524498,0.0343227939659811,86.91156921238135,1
19841.0,24878.0,218457.0,0.9995574249320202,32907.0,5.0,29822.0,816701.0,4.0,27.40580368041992,1.0,13.0,1.0,0.0045534510547537,0.0119326660168997,0.007379214962146,162.05763218740012,0
22155.0,54458.0,1465871.0,0.9987850390735068,26315.0,16.0,96476.0,11446.0,4.0,27.40581512451172,1.0,11.0,0.0,0.0109253522958754,0.0161763100689334,0.005250957773058,48.0621368616221,0
50000.0,10000.0,7053774.0,0.985892452,175646.0,31.0,521125.0,10601.0,4.0,27.40580368041992,1.0,9.0,0.0,0.0238154082688136,0.0541072946133171,0.0302918863445035,127.19448687415915,1
19841.0,24878.0,218457.0,0.9995574249320202,32907.0,5.0,29822.0,816701.0,4.0,27.40580368041992,1.0,2.0,1.0,0.0045667146401967,0.006820377074279,0.0022536624340823,49.349753852481946,0
23679.0,4414.0,1048575.0,0.9899676237184808,0.0,0.0,0.0,0.0,4.0,27.40581512451172,1.0,9.0,0.0,0.0042534107400712,0.0053091471708336,0.0010557364307624,24.82093771984866,0
22155.0,54458.0,1465871.0,0.9987850390735068,26315.0,16.0,96476.0,11446.0,4.0,27.40581512451172,1.0,2.0,1.0,0.0038862071824239,0.0087555722825411,0.0048693651001172,125.2986490823205,0
19841.0,38932.0,667850.0,0.9991354130849344,47308.0,5.0,43559.0,816701.0,4.0,27.40580368041992,1.0,11.0,0.0,0.0260080000769559,0.0324162989900743,0.0064082989131184,24.639721986145542,1
19841.0,42457.0,900212.0,0.9989313587429705,50665.0,5.0,46827.0,816701.0,4.0,27.40580368041992,1.0,1.0,1.0,0.0062188135414593,0.0153814559731848,0.0091626424317255,147.33746832318462,0
19841.0,33653.0,440620.0,0.9993401019218888,42031.0,5.0,38491.0,816701.0,4.0,27.40580368041992,1.0,8.0,1.0,0.023048706757197,0.0174471057473242,0.0056016010098727,24.303320220444117,1
6040.0,3706.0,1000209.0,0.9553163743776872,79347.0,49.0,385923.0,3655.0,4.0,27.40581512451172,1.0,6.0,0.0,0.0005498357575532,0.0019720627789552,0.001422227021402,258.66397408038074,0
19841.0,24878.0,218457.0,0.9995574249320202,32907.0,5.0,29822.0,816701.0,4.0,27.40580368041992,1.0,11.0,0.0,0.0086460364043928,0.0138688493548835,0.0052228129504907,60.407020121233714,0
22155.0,54458.0,1465871.0,0.9987850390735068,26315.0,16.0,96476.0,11446.0,4.0,27.40581512451172,1.0,8.0,1.0,0.0112201584202284,0.0117942134137847,0.0005740549935563,5.116282427184269,0
22155.0,54458.0,1465871.0,0.9987850390735068,26315.0,16.0,96476.0,11446.0,4.0,27.40581512451172,1.0,14.0,0.0,0.0188609790246724,0.017472123704996,0.0013888553196763,7.36364383767947,0
50000.0,10000.0,7053774.0,0.985892452,175646.0,31.0,521125.0,10601.0,4.0,27.40580368041992,1.0,6.0,0.0,0.0062963690770045,0.0455824761982789,0.0392861071212744,623.9486065827138,0
19841.0,38932.0,667850.0,0.9991354130849344,47308.0,5.0,43559.0,816701.0,4.0,27.40580368041992,1.0,0.0,0.0,0.0184334662347554,0.0112990701412814,0.0071343960934739,38.7034972295246,0
