recall@10,mrr@10,ndcg@10,hit@10,map@10,precision@10,gauc,itemcoverage@10,averagepopularity@10,giniindex@10,shannonentropy@10,tailpercentage@10,run_id,project_name
0.1197,0.3816,0.207,0.6472,0.1192,0.1646,0.9114,0.2825,1455.58,0.9502,0.0052,0.0001,2d8c4c38-8d58-4171-ae1a-256d939e70ed,MOVIELENS_1M_KGNNLS_DEFAULT_PARAM_1715058953
