timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
2024-05-09T13:05:36,AMAZON_BOOKS_60CORE_KG_NGCF_DEFAULT_PARAM_1715251620,b7128fde-ae40-4db0-aedd-1f039e2cd719,1090.7932908535004,0.0040757456473034,0.0037364968060211,62.5,0.0,0.9406228065490724,0.0189367378792828,0.0,0.0002884774381861,0.019225215317469,Italy,ITA,apulia,,,Linux-5.15.0-105-generic-x86_64-with-glibc2.29,3.8.10,8,AMD FX(tm)-8320 Eight-Core Processor,2,2 x NVIDIA GeForce GTX TITAN X,16.8547,41.1122,31.227867126464844,process,N
