timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
2024-05-13T13:25:27,MOVIELENS_1M_LIGHTGCN_DEFAULT_PARAM_1715599064,5e54cddb-a0a6-4920-a7bc-bcaca80c39e1,445.6994278430939,0.0016634371638602,0.0037321949725407,62.5,0.0,0.8786101341247559,0.0077377773821353,0.0,0.0001086243341867,0.0078464017163221,Italy,ITA,apulia,,,Linux-5.15.0-105-generic-x86_64-with-glibc2.29,3.8.10,8,AMD FX(tm)-8320 Eight-Core Processor,2,2 x NVIDIA GeForce GTX TITAN X,16.8547,41.1122,31.227867126464844,process,N
