timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
2024-05-10T00:52:10,AMAZON_BOOKS_60CORE_KG_DMF_DEFAULT_PARAM_1715288963,d6a69b06-19eb-41cf-af65-ae7b0e298520,6139.955938100815,0.0229402862595439,0.0037362297858182,62.5,0.0,0.9457969665527344,0.1065958746564057,0.0,0.0016130227942731,0.1082088974506788,Italy,ITA,apulia,,,Linux-5.15.0-105-generic-x86_64-with-glibc2.29,3.8.10,8,AMD FX(tm)-8320 Eight-Core Processor,2,2 x NVIDIA GeForce GTX TITAN X,16.8547,41.1122,31.227867126464844,process,N
