recall@10,mrr@10,ndcg@10,hit@10,map@10,precision@10,gauc,itemcoverage@10,averagepopularity@10,giniindex@10,shannonentropy@10,tailpercentage@10,run_id,project_name
0.0737,0.2478,0.1265,0.5116,0.0641,0.1058,0.8519,0.0267,2061.9033,0.9943,0.0336,0.0,8a213a38-5272-4bf4-a27e-ad74105cd6bf,MOVIELENS_1M_LDIFFREC_DEFAULT_PARAM_1702208532
0.0712,0.2513,0.1264,0.5018,0.0653,0.1041,0.8516,0.0264,2043.8431,0.9944,0.0338,0.0,8329ca9e-7490-497c-bfe8-25ba577b44c4,MOVIELENS_1M_LDIFFREC_DEFAULT_PARAM_1703025915
