recall@10,mrr@10,ndcg@10,hit@10,map@10,precision@10,gauc,itemcoverage@10,averagepopularity@10,giniindex@10,shannonentropy@10,tailpercentage@10,run_id,project_name
0.1632,0.4428,0.2558,0.7424,0.1518,0.2009,0.9268,0.4643,1173.1199,0.8907,0.0036,0.0,cc5eced8-3c2a-4332-b96f-98325958ce04,MOVIELENS_1M_BPR_DEFAULT_PARAM_1715056060
