recall@10,mrr@10,ndcg@10,hit@10,map@10,precision@10,gauc,itemcoverage@10,averagepopularity@10,giniindex@10,shannonentropy@10,tailpercentage@10,run_id,project_name
0.0772,0.0316,0.04,0.0917,0.0269,0.0093,0.8629,0.0421,877.7181,0.9991,0.0029,0.0018,81d5e431-61d0-4e6e-8aea-159f61c33390,LFM-1B_ARTIST_20U50I_25STRAT_BPR_DEFAULT_PARAM_1712370502
