recall@10,mrr@10,ndcg@10,hit@10,map@10,precision@10,gauc,itemcoverage@10,averagepopularity@10,giniindex@10,shannonentropy@10,tailpercentage@10,run_id,project_name
0.1063,0.066,0.0623,0.177,0.0394,0.0195,0.7185,0.5315,923.5289,0.8942,0.0004,0.0794,a9bcd997-8539-439b-8c3c-4eac95aa6f33,LFM-1B_ARTIST_20U50I_50STRAT_ITEMKNN_DEFAULT_PARAM_1712335148
