recall@10,mrr@10,ndcg@10,hit@10,map@10,precision@10,gauc,itemcoverage@10,averagepopularity@10,giniindex@10,shannonentropy@10,tailpercentage@10,run_id,project_name
0.0041,0.0112,0.0045,0.0308,0.0018,0.0033,0.5969,0.0006,538.7744,0.9998,0.0714,0.0,243f6406-a6eb-4ee1-9261-e6b8d0a7f09a,AMAZON_BOOKS_60CORE_KG_CDAE_DEFAULT_PARAM_1702925288
0.0041,0.0111,0.0045,0.031,0.0017,0.0033,0.5967,0.0006,541.2337,0.9998,0.0711,0.0,99d33f30-5e9f-4d30-a2cb-317398f5e365,AMAZON_BOOKS_60CORE_KG_CDAE_DEFAULT_PARAM_1703443352
