timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-04-05T17:41:10,LFM-1B_ARTIST_20U50I_50STRAT_KGCN_DEFAULT_PARAM_1712336067,6f4922e7-bd9f-4677-93fa-1aba7ffc100b,2797.7318980693817,0.022156497708257495,7.919449938554488e-06,42.5,29.706438342820693,0.6231637001037598,0.03302842590080368,0.023519530204498,0.0004532883139642373,0.057001244419265906,The Netherlands,NLD,north holland,,,Linux-5.15.0-1058-azure-x86_64-with-glibc2.10,3.8.5,2.3.4,4,AMD EPYC 7V12 64-Core Processor,1,1 x Tesla T4,4.8975,52.3759,27.405803680419922,process,N,1.0
