recall@10,mrr@10,ndcg@10,hit@10,map@10,precision@10,gauc,itemcoverage@10,averagepopularity@10,giniindex@10,shannonentropy@10,tailpercentage@10,run_id,project_name
0.0496,0.0217,0.0261,0.0611,0.0175,0.0062,0.7349,0.1255,244.7699,0.984,0.002,0.0124,d5b91859-6c8c-4f13-b9ef-d0523272b569,LFM-1B_ARTIST_20U50I_25STRAT_LINE_DEFAULT_PARAM_1715205292
