recall@10,mrr@10,ndcg@10,hit@10,map@10,precision@10,gauc,itemcoverage@10,averagepopularity@10,giniindex@10,shannonentropy@10,tailpercentage@10,run_id,project_name
0.0691,0.2413,0.1201,0.4975,0.06,0.0992,0.8399,0.0302,1987.7636,0.9934,0.031,0.0,963d3474-2781-44be-b62d-f804de74effc,MOVIELENS_1M_CDAE_DEFAULT_PARAM_1702148733
0.0693,0.2407,0.12,0.4988,0.0599,0.0992,0.8399,0.0305,1988.0457,0.9934,0.0308,0.0,0cafe926-e0f8-46bf-982d-20eeedaa40cb,MOVIELENS_1M_CDAE_DEFAULT_PARAM_1702998054
