recall@10,mrr@10,ndcg@10,hit@10,map@10,precision@10,gauc,itemcoverage@10,averagepopularity@10,giniindex@10,shannonentropy@10,tailpercentage@10,run_id,project_name
0.086,0.2876,0.1502,0.5662,0.0787,0.1262,0.8931,0.1212,1572.1292,0.9803,0.0102,0.0,25fb3906-c36a-4b99-b308-d0f481dcdcb9,MOVIELENS_1M_MKR_DEFAULT_PARAM_1702335707
0.086,0.2875,0.1502,0.5662,0.0787,0.1262,0.8931,0.1212,1572.16,0.9803,0.0102,0.0,bbaea03b-0c37-451f-87e1-0ab5aabe546a,MOVIELENS_1M_MKR_DEFAULT_PARAM_1703291721
