recall@10,mrr@10,ndcg@10,hit@10,map@10,precision@10,gauc,itemcoverage@10,averagepopularity@10,giniindex@10,shannonentropy@10,tailpercentage@10,run_id,project_name
0.6638,0.6708,0.5855,0.8949,0.4845,0.2007,0.9716,0.1187,4969.6691,0.9721,0.0097,0.0,7ad17514-57c3-4215-8834-5a0b49657181,MIND_DMF_DEFAULT_PARAM_1715769012
