timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-04-17T16:32:21,ML-10M_50U10I_MULTIDAE_DEFAULT_PARAM_1713363792,df4b73b4-1dd7-452b-b1d2-80e22388c507,7747.250118732452,0.06121323560472956,7.901285574441325e-06,42.5,28.134334580670565,1.0690526962280273,0.0914573627985186,0.06376212545410409,0.0022616556692749167,0.1574811439218979,The Netherlands,NLD,north holland,,,Linux-5.15.0-1058-azure-x86_64-with-glibc2.10,3.8.5,2.3.4,4,AMD EPYC 7V12 64-Core Processor,1,1 x Tesla T4,4.8975,52.3759,27.405803680419922,process,N,1.0
