timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
2024-05-14T21:14:14,MOVIELENS_1M_NGCF_DEFAULT_PARAM_1715713194,d878fe8d-a2ae-4df8-890c-0df2cddd2a88,843.2793695926666,0.0031471666883693,0.0037320570167506,62.5,0.0,0.8756403923034668,0.0146401827451255,0.0,0.0002049431434092,0.0148451258885347,Italy,ITA,apulia,,,Linux-5.15.0-105-generic-x86_64-with-glibc2.29,3.8.10,8,AMD FX(tm)-8320 Eight-Core Processor,2,2 x NVIDIA GeForce GTX TITAN X,16.8547,41.1122,31.227867126464844,process,N
