recall@10,mrr@10,ndcg@10,hit@10,map@10,precision@10,gauc,itemcoverage@10,averagepopularity@10,giniindex@10,shannonentropy@10,tailpercentage@10,run_id,project_name
0.6795,0.6841,0.6001,0.9068,0.4976,0.2107,0.9917,0.3024,4759.1521,0.9612,0.004,0.0,0ba565ad-c21d-4059-a59f-276b316a9984,MIND_BPR_DEFAULT_PARAM_1715761962
