timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-04-06T05:28:09,LFM-1B_ARTIST_20U50I_25STRAT_LIGHTGCN_DEFAULT_PARAM_1712379205,23ccc496-3819-4732-b33a-0c0e9f35aa78,2079.5950512886047,0.016660569174294534,8.011448750068406e-06,42.5,27.059521556737387,0.553926944732666,0.02455000061111317,0.018014251633611998,0.0002978096286239353,0.04286206187334908,The Netherlands,NLD,north holland,,,Linux-5.15.0-1058-azure-x86_64-with-glibc2.10,3.8.5,2.3.4,4,AMD EPYC 7V12 64-Core Processor,1,1 x Tesla T4,4.8975,52.3759,27.405803680419922,process,N,1.0
