recall@10,mrr@10,ndcg@10,hit@10,map@10,precision@10,gauc,itemcoverage@10,averagepopularity@10,giniindex@10,shannonentropy@10,tailpercentage@10,run_id,project_name
0.2025,0.5068,0.3003,0.8015,0.1822,0.2293,0.9065,0.335,1211.8475,0.913,0.0049,0.0,e235df51-456e-49cc-86f7-58e1838a3169,MOVIELENS_1M_EASE_DEFAULT_PARAM_1702198707
0.2025,0.5068,0.3003,0.8015,0.1822,0.2293,0.9065,0.335,1211.8475,0.913,0.0049,0.0,7b2950b2-9c4b-4ca4-bf09-12ac691c5163,MOVIELENS_1M_EASE_DEFAULT_PARAM_1703025915
