timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-04-03T17:30:00,LFM-1B_ARTIST_20U50I_MULTIDAE_DEFAULT_PARAM_1712162285,1a150bb6-3f68-4080-91e1-b8819b3c77db,3109.5161747932434,0.032720865495767915,1.052281565891632e-05,42.5,54.285419418351964,0.5118227005004884,0.036708475689589966,0.047045027080436,0.0004263200653798353,0.08417982283540583,The Netherlands,NLD,north holland,,,Linux-5.15.0-1058-azure-x86_64-with-glibc2.10,3.8.5,2.3.4,4,AMD EPYC 7V12 64-Core Processor,1,1 x Tesla T4,4.8975,52.3759,27.405803680419922,process,N,1.0
