timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-04-03T22:03:13,LFM-1B_ARTIST_20U50I_RIPPLENET_DEFAULT_PARAM_1712179716,beeb08d9-684b-4a44-b52b-1115e7dda247,2070.952700853348,0.021933297592738352,1.0590921552047331e-05,42.5,29.53760409634182,0.6914620399475098,0.024448352583580555,0.031628373913789996,0.0003502988144064684,0.056427025311777027,The Netherlands,NLD,north holland,,,Linux-5.15.0-1058-azure-x86_64-with-glibc2.10,3.8.5,2.3.4,4,AMD EPYC 7V12 64-Core Processor,1,1 x Tesla T4,4.8975,52.3759,27.405803680419922,process,N,1.0
