timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
2024-05-07T06:57:10,MOVIELENS_1M_CKE_DEFAULT_PARAM_1715057279,460d31d7-eae5-4322-b34f-defa0df95c91,531.1092760562897,0.0019837209300914,0.0037350523131913,62.5,0.0,0.9281258583068848,0.0092205785380469,0.0,0.0001365956604974,0.0093571741985443,Italy,ITA,apulia,,,Linux-5.15.0-105-generic-x86_64-with-glibc2.29,3.8.10,8,AMD FX(tm)-8320 Eight-Core Processor,2,2 x NVIDIA GeForce GTX TITAN X,16.8547,41.1122,31.227867126464844,process,N
