recall@10,mrr@10,ndcg@10,hit@10,map@10,precision@10,gauc,itemcoverage@10,averagepopularity@10,giniindex@10,shannonentropy@10,tailpercentage@10,run_id,project_name
0.0312,0.0491,0.0263,0.1405,0.0121,0.0167,0.9298,0.3633,66.9635,0.8617,0.0005,0.0027,916e79a8-ffab-419f-9a45-8af950a69e51,AMAZON_BOOKS_60CORE_KG_SIMPLEX_DEFAULT_PARAM_1702844010
0.0308,0.0519,0.0268,0.1438,0.0123,0.017,0.9307,0.3789,65.8983,0.8533,0.0004,0.003,7b89d96c-db35-4cfe-aac0-ab9806c9edb1,AMAZON_BOOKS_60CORE_KG_SIMPLEX_DEFAULT_PARAM_1703291721
