recall@10,mrr@10,ndcg@10,hit@10,map@10,precision@10,gauc,itemcoverage@10,averagepopularity@10,giniindex@10,shannonentropy@10,tailpercentage@10,run_id,project_name
0.4931,0.4565,0.3841,0.768,0.2812,0.1428,0.9799,0.1153,4057.4533,0.9738,0.0099,0.0,a19eaa31-8ddc-453e-bcf8-ffc998c8503b,MIND_SIMPLEX_DEFAULT_PARAM_1702723401
0.4972,0.4615,0.3882,0.773,0.2848,0.1443,0.98,0.1164,4091.4735,0.9743,0.0098,0.0,02f1e9da-bbe3-4aa2-b2ce-4c276789f22f,MIND_SIMPLEX_DEFAULT_PARAM_1703843472
