timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
2024-05-07T06:26:28,MOVIELENS_1M_ITEMKNN_DEFAULT_PARAM_1715055908,c5a956b0-6a01-479a-aebc-0bca27ccc851,40.52264761924744,0.0001522741384044,0.003757753931462,62.5,0.0,1.3266005516052246,0.0007035056129097,0.0,1.4768624847172872e-05,0.0007182742377569,Italy,ITA,apulia,,,Linux-5.15.0-105-generic-x86_64-with-glibc2.29,3.8.10,8,AMD FX(tm)-8320 Eight-Core Processor,2,2 x NVIDIA GeForce GTX TITAN X,16.8547,41.1122,31.227867126464844,process,N
